earningsPerShare,hqzqdm,income,netAssets,netAssetsPerShare,netAssetsYield,netProfit,noDistributeProfit,nonDistributeProfit,profit,totalAssets,totalLiability
0.17,838789,null,null,1.84,0.0994,11426525.87,,28903538.48,10360522.15,170732722.52,44688088.56
0.32,838790,null,null,2.59,0.1137,19016920.30,,75468134.88,19598472.41,182109399.28,26918828.06
0.01,838791,null,null,1.39,0.0098,875781.33,,5269086.99,1947224.84,536932850.68,356602786.95
0.07,838792,null,null,1.30,0.0518,31444542.87,,108256495.37,33327988.84,1361730693.88,762409317.58
0.01,838793,null,null,1.16,0.0001,144745.82,,939201.84,161382.88,31539605.47,12022482.37
0.17,838794,null,null,1.95,0.0753,21210602.65,,87097151.30,26156727.27,559516650.49,312008579.80
0.39,838795,null,null,6.59,0.0570,12648094.84,,72981866.87,15842158.31,321640916.13,106108215.61
-0.13,838796,null,null,0.99,-0.1278,-3823585.60,,-2252517.09,-4030370.00,36083192.35,6462723.79
-0.01,838797,null,null,0.96,-0.0265,-633763.92,,-2926679.69,-662569.11,89972348.10,41735089.18
null,838798,null,null,null,null,null,,null,null,null,null
0.60,838799,null,null,2.96,0.1988,17945975.56,,25418528.34,23751683.06,165581367.27,76798668.81
0.03,838800,null,null,1.77,-0.0416,511007.47,,5600069.60,-1720960.62,77192170.08,41803425.05
null,838801,null,null,null,null,null,,null,null,null,null
0.09,838802,null,null,1.16,0.0591,5494289.03,,6693879.03,4613352.33,73698745.61,3879285.07
0.05,838803,null,null,1.64,-0.0239,1226925.21,,6823030.30,-1027741.42,53726748.63,10635980.19
0.05,838804,null,null,1.45,-0.0003,1858500.80,,9083529.17,249397.64,78839631.55,21396964.39
0.01,838805,null,null,3.08,0.0003,246907.52,,-33531167.13,2565242.94,178172068.19,105789226.45
-0.08,838806,null,null,1.27,-0.0755,-813542.37,,-2201953.70,-1121672.79,42763580.21,30101314.35
0.18,838807,null,null,2.70,0.0660,6709473.97,,16887780.36,7930600.15,131219079.38,26621500.15
-0.21,838808,null,null,0.86,-0.5425,-1692952.74,,-1306196.27,-3764581.09,13552812.62,6690579.55
-0.09,838809,null,null,1.11,-0.0976,-879257.11,,839050.95,-1077382.56,51849793.71,40702204.25
0.16,838810,null,null,1.88,0.0816,5462319.87,,20585510.53,5968184.59,154131670.25,91086400.13
-0.41,838811,null,null,1.00,-0.3487,-7084797.11,,-1211675.63,-7357595.54,25740029.71,7794467.39
0.94,838812,null,null,7.36,0.1122,12261631.35,,32494065.51,11955198.54,208351797.63,112647922.06
-0.03,838813,null,null,1.24,-0.0351,-2522351.95,,11016915.00,-3998106.17,216820098.37,117087806.92
-0.22,838814,null,null,1.45,-0.1458,-6586651.75,,-5459065.12,-6901872.66,114541147.07,71925858.95
null,838815,null,null,null,null,null,,null,null,null,null
0.13,838816,null,null,1.80,0.0770,6666261.62,,24449286.94,7858189.45,193782795.79,103736946.31
0.27,838817,null,null,1.72,0.1430,10780455.91,,24178941.38,9920396.15,212490683.31,143536396.19
0.69,838818,null,null,2.43,0.3128,20666912.05,,38873258.55,22958748.25,200624209.31,127780751.27
0.00,838819,null,null,1.03,0.0025,null,,-2090741.85,46572.56,37301940.43,21872682.28
0.14,838820,null,null,1.47,0.0928,12054723.47,,33555346.80,15225261.42,188426570.91,59374720.26
1.24,838821,null,null,5.81,0.1901,4873323.13,,12797594.80,4268312.27,56184555.22,30518654.86
-0.09,838822,null,null,1.98,-0.0596,-959964.13,,2524703.90,-952405.66,41126919.98,20356235.61
0.04,838823,null,null,1.19,0.0365,2263487.41,,6689129.67,2994801.03,88868545.06,25290195.73
0.02,838824,null,null,3.04,0.0025,9477329.74,,110554963.90,-36045743.43,3475547634.66,1828994244.14
0.18,838825,null,null,1.91,0.0915,4068940.96,,4441918.37,3814667.27,90081331.07,46859371.68
0.02,838826,null,null,1.27,-0.0131,471907.97,,4331634.68,-411591.67,35964197.53,6141739.96
0.09,838827,null,null,4.05,0.0313,2439118.50,,-3880748.81,2669883.68,323815188.15,196984468.36
0.10,838828,null,null,1.43,0.0617,3152773.10,,8087638.10,2508001.00,99008976.27,54949604.30
null,838829,null,null,null,null,null,,null,null,null,null
0.33,838830,null,null,1.96,0.1553,38994269.53,,73116839.94,47658816.16,308014204.29,69595186.75
null,838831,null,null,null,null,null,,null,null,null,null
-0.06,838832,null,null,1.17,-0.0300,-3824179.80,,-3117481.89,-4769111.36,244371912.54,173070655.39
null,838833,null,null,null,null,null,,null,null,null,null
null,838834,null,null,null,null,null,,null,null,null,null
null,838835,null,null,null,null,null,,null,null,null,null
0.07,838836,null,null,1.16,0.0586,2171959.03,,3053974.90,2470701.90,39287897.97,3120836.73
0.14,838837,null,null,2.47,0.0520,17249719.54,,112344829.57,18323814.43,421062492.43,124528202.19
-0.75,838840,null,null,1.14,-0.5686,-4968345.60,,-1349299.31,-5535305.72,13064190.09,5457877.45
0.00,838841,null,null,1.16,0.0024,-18445.14,,2838420.92,102700.28,57414258.82,5194179.87
null,838843,null,null,null,null,null,,null,null,null,null
null,838844,null,null,null,null,null,,null,null,null,null
0.36,838845,null,null,2.08,0.1351,7621550.52,,18242828.07,9071338.57,87527589.59,43671180.48
0.20,838846,null,null,1.86,0.1146,11176816.31,,30493034.52,14805648.64,131130713.68,28711345.30
-0.05,838847,null,null,1.76,-0.0823,-260386.02,,-5420086.50,-726273.81,20522332.87,10764486.57
-0.30,838848,null,null,0.41,-0.8841,-4516657.11,,-46838004.02,-6613802.36,46591127.56,40372079.87
0.19,838850,null,null,1.54,0.1321,null,,8877219.55,5197874.45,49111687.21,13548486.76
0.18,838851,null,null,8.15,0.0327,6565472.22,,11428850.15,6881346.80,474154471.53,128891753.83
0.00,838852,null,null,1.23,-0.0016,90897.95,,2613090.50,-48952.76,32420141.85,7846944.44
0.04,838853,null,null,1.22,0.0469,2324931.84,,2650526.87,1637513.75,97498010.91,34140720.28
0.08,838854,null,null,1.21,0.0632,3377670.85,,9649354.70,3839830.41,122629155.19,62191558.91
0.02,838855,null,null,1.72,-0.1095,37273.79,,2446678.54,-1192766.51,29224482.76,20143626.09
-0.22,838856,null,null,0.59,-0.3207,-11800183.19,,-31851473.47,-12197276.58,41148553.84,9801652.08
0.28,838857,null,null,1.86,0.1244,6142914.44,,86818869.07,5363026.04,67363771.81,26406072.24
0.18,838858,null,null,2.43,0.0700,5927875.69,,25950020.02,6462959.23,118462118.32,38425665.15
0.12,838860,null,null,4.50,0.0294,2308072.67,,7588168.37,4934419.63,129417424.92,28882113.24
0.10,838861,null,null,1.24,0.0874,3115415.73,,5261950.00,3275836.01,92965440.97,55758457.49
null,838862,null,null,null,null,null,,null,null,null,null
-0.08,838863,null,null,0.92,-0.1972,97202.87,,-980329.57,-111303.88,20835761.00,13740894.13
null,838864,null,null,null,null,null,,null,null,null,null
null,838865,null,null,null,null,null,,null,null,null,null
0.00,838866,null,null,1.39,-0.0347,-11990.13,,55799.37,-416324.65,9785319.26,810289.29
0.11,838867,null,null,2.77,0.0348,9200346.55,,63496036.92,9785867.78,584405664.11,282559616.01
-0.20,838868,null,null,0.41,-0.3961,-4915712.34,,-15838530.18,-4894262.34,44131021.79,34233863.52
-0.23,838870,null,null,1.67,-0.1470,-3325829.18,,-10053881.32,-4179586.02,41179015.73,17333978.27
-0.01,838872,null,null,1.04,-0.0126,-282454.37,,487172.19,-350987.99,40506441.87,19778061.76
-0.47,838873,null,null,0.54,-0.6084,-7081482.25,,-9548498.42,-7086911.72,41221091.76,33114057.15
0.09,838874,null,null,1.41,-0.0259,895533.00,,1363712.93,-436239.24,27239312.57,13099629.86
0.20,838875,null,null,1.88,0.0977,7842153.63,,32846456.65,5353878.67,219256810.20,144092976.26
0.14,838876,null,null,1.77,0.0817,14063332.30,,42246622.57,19067330.11,324814499.35,148062408.72
0.06,838877,null,null,1.88,0.0048,1443831.28,,4337754.74,312757.84,91633003.99,49420351.44
null,838878,null,null,null,0.1147,null,,null,null,null,null
-0.16,838879,null,null,3.27,-0.0285,-8780733.96,,-2431788.83,-9405774.25,247840137.40,85107220.89
-0.08,838880,null,null,0.97,-0.0814,-1605775.72,,-3622889.14,-3234063.48,154786513.63,118217272.70
0.10,838881,null,null,2.82,0.0189,1850256.66,,22634329.90,2415705.06,84841583.94,25101095.77
0.24,838882,null,null,1.67,0.1174,2375564.27,,2553283.80,2141779.94,78416499.84,60162334.31
-0.12,838883,null,null,1.04,-0.1029,-7950590.28,,-102728707.82,-8078746.14,215029595.33,136710139.80
null,838884,null,null,null,null,null,,null,null,null,null
0.34,838885,null,null,3.49,0.1042,17847480.15,,58362432.16,17596943.70,213498593.49,25979558.23
1.81,838886,null,null,6.17,0.2995,18131060.08,,33779932.69,20601988.76,111112844.03,49421688.15
-0.29,838887,null,null,0.00,-3.2410,-4226241.48,,-10182773.00,-6221023.21,8220731.13,8040131.62
-0.18,838888,null,null,2.65,-0.0765,-3259946.74,,5899433.21,-4588700.50,55452161.19,7830644.89
0.02,838889,null,null,1.13,-0.0064,1156069.81,,181071.89,1401551.32,99854528.29,43165470.36
0.21,838891,null,null,2.56,0.0772,26278723.98,,157187320.63,30219811.79,465705195.90,149389585.95
-0.07,838892,null,null,2.00,-0.0396,-1870442.19,,348780.60,-4050714.62,124997122.68,69566821.33
0.02,838893,null,null,1.21,-0.0198,957990.14,,9226061.69,-1048584.56,128030099.14,72733404.46
null,838894,null,null,null,null,null,,null,null,null,null
-0.06,838895,null,null,1.93,-0.0823,-618677.58,,-2465057.01,-2124274.88,44909846.02,25654168.78
-0.14,838896,null,null,0.99,-0.1353,-8748047.47,,-66381153.46,-8076425.00,212965264.92,149438941.65
0.78,838897,null,null,3.41,0.1803,4176369.98,,8355026.00,3128225.91,32046108.64,13862407.89
1.36,838898,null,null,1.14,-0.0109,501856.37,,-19155408.11,-902339.41,122469712.88,80230746.40
null,838899,null,null,null,null,null,,null,null,null,null
0.09,838900,null,null,1.43,0.0502,2708762.15,,9260674.03,2186667.37,60565570.25,17638631.08
-0.12,838901,null,null,0.94,-0.1412,-2319181.47,,-1565042.50,-3557534.91,24994311.24,6209057.15
0.06,838903,null,null,2.21,0.0260,3515659.50,,39086441.08,5763735.70,236341125.53,114120721.29
0.03,838904,null,null,1.68,0.0022,636392.15,,3982730.57,-182470.26,54953942.14,21382249.12
0.22,838905,null,null,2.81,0.0813,5157498.82,,9380676.72,6882951.73,221954900.03,155922573.02
0.02,838906,null,null,1.08,0.0146,792736.37,,1602306.70,833670.03,43540168.03,3712319.98
0.10,838907,null,null,3.71,0.0118,3709956.68,,96861521.86,1929477.66,469155948.15,332094426.29
null,838910,null,null,null,null,null,,84493.34,null,26012008.16,2962350.49
0.06,838911,null,null,1.21,0.0220,4666814.98,,13552647.86,2819002.96,211315081.89,114714193.53
0.26,838912,null,null,2.73,0.0072,2580538.23,,11324760.76,1571143.97,89570819.20,62242408.99
-0.06,838913,null,null,2.08,-0.0344,-3181669.25,,48365545.81,-3432682.34,139707054.62,35857240.91
-0.27,838914,null,null,1.10,-0.2530,-1619657.47,,-522861.48,-1830588.17,7107700.10,637566.36
null,838915,null,null,null,null,null,,null,null,null,null
0.05,838916,null,null,1.43,0.0378,1072065.44,,4697759.46,1414163.54,59560440.72,30712722.03
-0.05,838917,null,null,1.49,-0.0413,-1868355.78,,-10092593.77,-2182177.98,54878983.87,3489531.06
0.65,838918,null,null,3.07,0.2060,18146674.30,,36431977.36,21444272.43,167798393.24,81960525.31
0.05,838919,null,null,1.98,0.0231,1381193.98,,14610463.68,2425886.64,156211364.31,96790864.25
0.24,838920,null,null,1.43,0.1764,23808484.45,,33276144.00,32661045.51,620911798.30,477527262.42
0.16,838921,null,null,1.95,0.0830,4886646.51,,19683370.00,6073208.76,131365552.75,70536607.66
null,838922,null,null,null,null,null,,null,null,null,null
0.08,838923,null,null,1.88,0.0200,3149750.07,,28044533.82,1880669.31,110869477.51,39243406.96
0.44,838925,null,null,5.76,0.0806,1709471.10,,4307541.62,1876037.43,26336155.03,3442928.40
0.02,838926,null,null,1.81,0.0133,287273.08,,4966943.80,339171.31,35904169.25,13907917.20
-0.07,838928,null,null,1.09,-0.1071,-710157.08,,-1046870.95,-1210157.08,11329004.08,380253.50
0.28,838929,null,null,1.97,0.1351,19900323.80,,45092464.98,22792639.71,194569763.40,55618067.98
0.04,838930,null,null,1.19,0.0281,4024154.37,,11710029.43,3078051.80,254802866.35,111859960.42
0.00,838931,null,null,1.42,0.0031,206331.45,,7327207.73,1157023.88,88328798.28,22205882.07
0.01,838932,null,null,0.23,0.0420,42327.18,,-15577763.57,42546.72,28059131.68,24651032.05
-0.15,838933,null,null,1.28,-0.1021,-3020484.12,,5099698.38,-3344408.43,54976874.14,29412838.54
0.10,838934,null,null,0.59,0.1447,3015862.61,,-13143811.32,2316536.33,56399786.90,35729713.09
0.24,838935,null,null,1.53,0.1555,4836138.69,,8252085.65,5155332.73,44997604.99,14407845.14
0.40,838936,null,null,1.56,0.2523,10581961.98,,13926080.78,10092179.94,132446454.38,91415034.20
0.14,838937,null,null,1.33,0.0637,1412421.65,,2980562.13,916140.41,44080343.22,30539958.64
0.26,838938,null,null,1.78,0.1562,2639215.07,,6877219.81,3515114.65,24885963.71,7121759.38
0.39,838939,null,null,2.17,0.1920,1937852.06,,4417367.35,2608128.53,36592699.34,25751325.48
-1.34,838940,null,null,0.96,-0.7431,-4185187.80,,-4175153.33,-4201180.32,4607166.96,1601366.27
0.11,838943,null,null,1.29,0.0758,5134965.19,,5134975.44,5436827.29,65745930.66,6469317.12
0.28,838944,null,null,3.31,0.0786,12533419.31,,54742585.02,14341344.88,273146365.98,124257200.06
0.00,838945,null,null,1.04,-0.0082,101019.22,,-175252.20,-525849.64,168281791.38,116039813.50
0.14,838946,null,null,1.60,0.0843,4852100.19,,13179065.07,5385911.78,125113639.70,68956741.12
0.30,838947,null,null,2.27,0.0354,3529214.12,,6786470.48,962968.37,90968961.10,63926473.19
null,838948,null,null,null,null,null,,null,null,null,null
0.82,838949,null,null,4.22,0.1784,15244121.83,,38525438.91,14976503.96,106169170.94,28085822.27
0.02,838950,null,null,2.87,0.0078,124849.40,,-773673.45,241075.70,40980990.84,24421102.89
-0.07,838951,null,null,1.01,-0.1169,-698273.86,,-147318.97,-1295280.60,33719300.53,23596200.74
0.09,838952,null,null,1.67,0.0251,2433895.54,,8100154.30,-4010713.87,106945525.42,60245658.35
null,838953,null,null,null,null,null,,null,null,null,null
-0.03,838954,null,null,1.17,-0.0332,-1480162.24,,3792072.09,-2168634.91,258546817.96,193920621.13
null,838955,null,null,null,null,null,,null,null,null,null
-0.07,838956,null,null,1.24,-0.0044,-713479.85,,-22584.30,-704820.80,19287838.95,6935036.28
0.43,838957,null,null,2.93,0.1380,3447285.04,,13505830.86,3680668.76,36738635.67,13324256.29
0.12,838958,null,null,1.22,0.0877,2170184.18,,3309308.53,1890785.69,57215073.42,35074645.60
-0.02,838959,null,null,1.20,-0.1179,-118782.72,,-277503.55,-720667.80,9867108.67,3811840.18
null,838960,null,null,null,null,null,,null,null,null,null
0.09,838962,null,null,1.34,0.0427,7203789.27,,23890310.21,6177743.55,165894064.50,55634570.37
null,838963,null,null,null,null,null,,null,null,null,null
0.22,838964,null,null,2.99,0.0667,3540151.42,,9104971.40,2856114.61,101077696.22,53880657.84
0.01,838965,null,null,1.42,-0.0477,106253.40,,-3693719.01,-849635.88,41029450.59,22980029.86
0.75,838966,null,null,4.63,0.2588,38186614.14,,85392415.06,51495998.33,253352803.37,17306611.13
0.17,838967,null,null,3.68,0.0331,1150951.62,,13697219.85,733457.42,54861331.22,25178038.31
-0.18,838968,null,null,1.40,-0.1182,-16662638.80,,32306988.89,-19625253.51,763640787.33,631014728.70
null,838969,null,null,null,null,null,,null,null,null,null
0.31,838970,null,null,4.19,0.0529,1558000.41,,10749399.79,2517995.54,29807614.95,8596710.71
null,838971,null,null,null,null,null,,null,null,null,null
0.04,838972,null,null,1.31,0.0249,5474413.09,,20735763.17,4228347.98,304692158.72,136051799.92
null,838973,null,null,null,null,null,,null,null,null,null
0.58,838975,null,null,3.08,0.1861,29112020.91,,58600048.06,25901491.90,215548775.47,61788567.71
0.51,838976,null,null,2.77,0.1919,11195234.61,,893031.47,13838346.14,733583445.79,673174116.22
-0.01,838978,null,null,1.36,-0.0099,null,,1486228.32,-78287.73,32867520.56,4873250.29
-0.08,838979,null,null,0.85,-0.2591,-843010.36,,-1950670.86,-2731749.88,20130196.81,11514724.33
0.05,838980,null,null,2.59,0.0185,1792815.64,,2238862.60,1187655.97,90046162.54,3544894.82
0.36,838981,null,null,2.88,0.1171,7132567.49,,17359595.84,7224709.71,85610355.58,27968527.63
0.07,838982,null,null,1.39,0.0451,14268322.96,,49848608.02,17576066.27,629702154.99,324299524.30
0.08,838983,null,null,3.57,-0.0229,247417.62,,786313.26,-314225.62,14327399.02,2613690.58
0.06,838984,null,null,1.13,0.0449,1803698.69,,2452866.10,1958633.62,60438503.97,25620073.94
-0.30,838986,null,null,3.29,-0.1390,-1508417.81,,5690310.07,-2336842.51,18801213.05,2338243.42
0.04,838987,null,null,1.32,0.0330,975512.88,,2299040.75,1406875.20,50057765.27,20074499.10
null,838988,null,null,null,null,null,,null,null,null,null
1.04,838989,null,null,2.88,0.3038,39418431.28,,53780737.14,47238367.89,413142787.35,303763188.11
0.10,838990,null,null,1.47,0.0370,3690285.22,,9249502.96,2454382.96,74852085.76,16359425.33
-0.03,838991,null,null,1.10,-0.0503,-786779.62,,1658281.42,-2624072.05,52226961.82,19219123.80
-0.10,838992,null,null,1.53,-0.0784,-477963.44,,1623105.73,-655679.25,11289636.13,3614970.79
-0.24,838993,null,null,-0.04,-3.1090,-3983704.44,,-19324943.69,-3953931.08,6098666.99,6714550.89
0.18,838994,null,null,1.68,0.0741,6501325.48,,12144775.46,7354397.47,67154266.46,4156724.18
0.14,838995,null,null,3.02,0.0432,5330440.86,,14352562.98,6651103.69,229356650.16,107706498.19
null,838996,null,null,null,null,null,,null,null,null,null
0.38,838997,null,null,1.35,0.2460,4011467.10,,2676321.66,3293637.35,27022963.24,12829839.84
0.22,838998,null,null,1.66,0.0123,3295382.63,,6424693.26,298630.22,28188730.27,3006429.12
0.41,838999,null,null,1.77,0.2234,13600939.35,,21103114.06,15111779.17,83346235.78,24405267.95
-0.16,839000,null,null,1.62,-0.1237,null,,7210411.67,-3761397.99,37802818.16,10313293.14
-0.05,839001,null,null,0.96,-0.0581,-2023889.04,,-16681812.31,-2193687.69,95577168.00,47733399.84
0.44,839002,null,null,2.11,0.2294,12316594.28,,27628992.15,14296025.04,122920514.93,63820786.55
-0.09,839003,null,null,1.01,-0.1051,-2248784.80,,-886497.68,-2489061.28,51815859.25,27629409.93
0.30,839005,null,null,2.43,0.1193,5943353.97,,23184022.94,6197469.07,112043631.51,63410189.07
1.06,839006,null,null,1.56,0.8310,6618389.81,,-20242352.44,5358389.81,17682860.71,7925213.15
-9.41,839007,null,null,5.04,-0.9653,-12200372.97,,-24682419.00,-12842662.18,10753513.74,4215360.94
0.05,839008,null,null,1.72,-0.0259,1259343.04,,11510008.39,-1326847.61,67546953.63,26638741.74
0.39,839009,null,null,2.47,0.1710,3951169.47,,6105394.68,4712158.18,37602323.58,12373674.09
0.24,839010,null,null,2.91,0.0791,28607064.96,,76767268.05,35309454.24,412969834.46,63241019.11
0.12,839011,null,null,1.31,0.0756,5622806.47,,9506773.69,5920066.64,93340602.42,34483468.39
null,839012,null,null,null,null,null,,null,null,null,null
1.30,839013,null,null,7.49,0.2820,3903550.52,,8121726.08,3691000.81,27231994.51,1439664.04
0.99,839014,null,null,3.42,0.3129,4862079.84,,10602757.41,5117848.75,21505123.37,4533496.52
0.01,839015,null,null,4.68,0.0047,438715.00,,32008463.67,-891159.98,144626566.42,4208821.09
-0.13,839016,null,null,2.31,-0.0658,-1374504.90,,2125767.31,-1624487.07,27168814.69,2755889.98
null,839017,null,null,null,0.0630,null,,null,null,null,null
-0.08,839018,null,null,1.36,-0.0671,-830595.32,,3373348.31,-1030595.41,31410766.25,16910313.09
null,839019,null,null,null,null,null,,null,null,null,null
-0.21,839020,null,null,2.00,-0.1499,-8478425.20,,1710774.91,-13533761.41,286942346.18,205983802.08
0.05,839021,null,null,1.42,0.0212,619115.46,,3926869.67,261194.40,18990846.16,1907340.04
-0.18,839022,null,null,0.75,-0.2088,-2637981.73,,-4681766.58,-2458149.94,16084361.78,4772183.44
-0.17,839023,null,null,0.44,-0.3420,-62038051.24,,-132141996.88,-25103243.66,3111556658.28,3021508892.73
-0.69,839024,null,null,0.64,-0.7210,-22016927.72,,-21975767.79,-22330378.14,105358274.27,74719722.71
0.54,839025,null,null,3.58,0.2024,7527189.89,,17179247.20,6677961.89,57214858.78,4809518.28
0.20,839026,null,null,3.63,0.0519,11371143.97,,21271493.27,12623446.20,284200903.37,64828100.61
0.46,839027,null,null,2.22,0.2124,21163673.70,,43240351.10,22207241.02,267507932.34,164847324.50
0.92,839028,null,null,2.42,0.3259,4599741.75,,4659974.05,4931690.30,18407825.03,6287086.52
0.28,839029,null,null,1.33,0.0191,2763542.86,,2831003.27,291515.86,28211979.93,14877688.02
0.05,839030,null,null,1.50,0.0359,4300770.49,,22882899.58,3815969.87,216439497.61,70874766.93
0.34,839031,null,null,1.60,0.2030,6815069.67,,9566246.51,6534226.94,67408362.40,35339438.83
0.43,839032,null,null,4.59,0.0903,10024934.61,,22651709.80,11566798.51,173429632.43,48176653.38
0.05,839033,null,null,1.24,-0.0322,1031248.64,,2036009.06,-899768.81,55696862.08,30745609.39
0.03,839034,null,null,1.15,0.0256,3034253.91,,5495368.45,3371193.42,150137753.95,36546813.10
0.24,839035,null,null,2.13,0.1199,11076425.21,,30712600.48,13036014.82,157219157.00,60401182.03
1.04,839036,null,null,7.23,0.1479,10393171.19,,25233121.76,10911548.77,84261856.51,11945245.34
0.12,839037,null,null,1.19,0.0962,11128008.47,,11069933.37,12095008.84,133309422.83,24803505.04
0.77,839038,null,null,7.48,0.1031,10205152.26,,57708994.19,10544190.65,132092130.83,33597047.34
null,839039,null,null,null,null,null,,null,null,null,null
1.35,839040,null,null,5.93,0.1947,33664964.62,,77802486.09,34765890.90,383251590.15,234587063.98
0.06,839041,null,null,2.83,0.0033,642983.52,,8579454.72,700935.86,35779526.59,4985231.64
0.16,839042,null,null,1.45,0.0550,2108012.24,,4544900.93,1347628.17,27480097.69,8634508.92
-0.21,839043,null,null,1.43,-0.1459,-2657080.16,,667049.91,-2852509.49,37245904.50,23266656.08
-0.12,839044,null,null,0.70,-0.1530,-4656825.86,,-23934536.82,-4733133.26,38654154.82,10407560.07
-0.03,839045,null,null,1.03,-0.0536,-812755.44,,-122891.60,-832755.44,40986032.77,10081415.28
0.37,839046,null,null,1.72,0.1506,7447538.83,,8866555.59,7466810.39,45204019.40,10709716.81
0.30,839047,null,null,2.69,-0.0086,1523632.87,,7561219.75,-238504.70,37296177.99,23840014.05
0.20,839048,null,null,2.58,0.0666,10821527.48,,32453569.72,10281070.44,206658650.85,68700887.07
-0.72,839049,null,null,4.44,-0.1515,-14369995.03,,-41273806.88,-14538755.59,91408431.54,2632185.92
0.01,839050,null,null,2.59,0.0030,77057.65,,8595826.11,366968.68,51411173.90,25365255.39
-0.09,839051,null,null,3.23,-0.0323,-1065153.49,,11292041.60,-1361922.59,37274767.97,728760.25
0.45,839052,null,null,3.10,0.2239,2596288.14,,12002930.01,1757392.77,52677328.78,16251635.41
0.14,839053,null,null,1.22,0.1002,5104984.69,,5854521.56,3408296.53,65037414.94,19373097.30
null,839054,null,null,null,null,null,,null,null,null,null
null,839055,null,null,null,null,null,,null,null,null,null
0.27,839056,null,null,2.31,0.0942,5197770.36,,11602083.12,4649644.98,59062657.40,12281206.65
-0.02,839057,null,null,1.71,-0.0530,-264143.60,,733142.76,-1120542.46,24799587.72,3855277.49
-0.09,839058,null,null,1.33,-0.0599,-1307498.39,,-2206894.82,-1307658.39,48374877.89,27196675.54
-0.02,839059,null,null,1.95,-0.0130,-646213.94,,3778649.16,-1214827.77,177145766.69,103177288.19
0.37,839060,null,null,2.50,0.1443,37261431.13,,149545923.29,31463772.75,499134592.09,248653691.54
-0.06,839061,null,null,1.14,-0.0860,-3000482.54,,-1185926.96,-3987837.19,267786802.00,211974175.91
-0.21,839062,null,null,1.05,-0.4669,-1097144.77,,-8036381.64,-1916785.82,14773879.02,9373533.53
0.23,839063,null,null,2.28,0.0982,19619595.44,,48510468.59,22729056.18,450689227.89,253740778.81
0.17,839064,null,null,1.91,0.0615,61807015.50,,209850172.02,63252307.06,1202373525.41,512260505.02
0.21,839065,null,null,2.81,0.0452,14288236.65,,52730396.21,12322051.81,395305569.17,184884473.00
0.01,839066,null,null,1.38,0.0148,249074.65,,3720934.22,-1449979.04,57784501.33,16424711.42
0.14,839067,null,null,null,null,null,,null,null,null,null
0.53,839069,null,null,1.90,0.2723,16445990.46,,15766783.81,20076769.18,111950242.82,54343928.37
0.03,839071,null,null,1.25,0.0234,729259.29,,1716845.95,949741.23,79375620.85,48175210.40
-0.03,839072,null,null,0.70,-0.0350,-1155660.46,,-38016524.28,-532308.30,50684991.83,16288454.96
0.11,839073,null,null,1.95,0.0469,1442495.18,,4734137.80,1376139.75,67052507.58,41854648.57
null,839075,null,null,null,null,null,,null,null,null,null
-0.19,839076,null,null,0.74,-0.2880,-2517926.04,,-6821587.31,-3156341.76,12352663.11,2652564.06
0.31,839077,null,null,1.41,0.2314,8948293.29,,10107859.65,10228121.80,44941176.08,4570712.77
0.11,839078,null,null,2.48,0.0421,625706.31,,252361.41,268832.15,28210541.38,14510029.88
0.01,839079,null,null,0.96,0.0062,68798.83,,-1158407.05,131595.43,15411286.18,4837262.90
0.24,839080,null,null,2.03,0.0729,12088741.89,,12597561.28,15310813.81,228577511.46,124957413.03
0.19,839081,null,null,1.60,0.1230,5503942.85,,6252077.00,8345001.85,142123652.93,96546931.98
-0.04,839082,null,null,1.20,-0.0473,-1859028.79,,-739274.74,-2532522.30,116772096.07,80686424.96
0.15,839083,null,null,2.31,0.0426,null,,3642717.16,1626457.80,44730088.19,13905401.32
0.25,839084,null,null,4.32,0.0534,2163086.74,,3824730.09,2400274.31,44829349.83,7920775.14
0.23,839085,null,null,1.99,0.0723,4621109.18,,10157930.69,3718723.07,101396694.28,61777912.86
0.62,839086,null,null,8.09,0.0394,3619082.52,,7362408.38,1235083.15,48932707.83,1363889.84
null,839088,null,null,null,null,37530660.26,,262340765.58,47969501.42,null,null
null,839089,null,null,null,null,null,,null,null,null,null
0.05,839090,null,null,2.08,0.0012,1057840.05,,1150754.83,60675.00,85746168.71,39420340.74
0.07,839091,null,null,2.09,0.0344,3945826.56,,17122623.43,4738423.86,160914837.68,44345414.72
-0.01,839092,null,null,1.29,-0.0247,-2584090.98,,-31079574.75,-6872626.32,290434727.09,56926368.58
null,839093,null,null,null,null,null,,null,null,null,null
-0.37,839094,null,null,1.49,-0.2573,null,,-9775547.06,-41907236.88,369030917.06,236804943.38
-0.43,839095,null,null,0.67,-0.4838,-7207470.01,,-7445342.09,-7205387.92,52639394.83,41346649.18
0.38,839096,null,null,3.07,0.1408,17200325.49,,38575435.69,24182951.74,216643513.40,75829714.27
0.37,839097,null,null,4.21,0.0862,15845740.07,,35886745.38,18313230.54,190241973.13,22118723.30
0.02,839098,null,null,1.07,0.0016,425056.52,,715714.12,73676.93,30664972.81,595704.49
0.23,839099,null,null,1.65,0.1426,8126857.16,,20787018.67,9614220.47,141527052.80,83753296.43
0.01,839100,null,null,2.31,0.0036,380370.99,,19765980.53,106681.94,248356781.08,137406106.88
null,839101,null,null,null,null,null,,null,null,null,null
